demonstratus,a,aps---mn1-,indemonstrat indemonstrat indemonstrat,[ɪn̪.'d̪ɛmɔːn̪s.t̪ra.t̪ʊs],indemonstratus,0
114600,114600,insollicitus,a,aps---mn1-,insollicit insollicit insollicit,[iːn̪.sɔɫ.'lɪ.kɪ.t̪ʊs],insollicitus,0
114602,114602,insolubiliter,r,rp--------,,[iːn̪.sɔ.lʊ.'bɪ.lɪ.t̪ɛr],insolubiliter,0
114608,114608,insonans,a,aps---an3i,insonant insonant insonant,['iːn̪.sɔ.n̪aːn̪s],insonans,0
114582,i2034,insimulator,n,n-s---mn3-,insimulator,[iːn̪.sɪ.'mʊ.la.t̪ɔr],insimulator,0
114584,i2037,insinuator,n,n-s---mn3-,insinuator,[iːn̪.sɪ.'n̪ʊ.ja.t̪ɔr],insinuator,0
114585,i2038,insinuatrix,n,n-s---fn3-,insinuatric,[iːn̪.sɪ.'n̪ʊ.ja.t̪rɪks],insinuatrix,0
114609,114609,insontes,n,n-s---mn3-,insont,[iːn̪.'sɔn̪.t̪ɛs],insontes,0
114590,i9885,insitum,n,n-s---nn2-,insit,['iːn̪.sɪ.t̪ũː],insitum,0
114591,i9885,insitus,n,n-s---mn4-,insit,['iːn̪.sɪ.t̪ʊs],insitus,0
114598,i2057,insollers,a,aps---cn3i,insollert insollert insollert,[iːn̪.'sɔɫ.lɛrs],insollers,0
114601,i2060,insolubilitas,n,n-s---fn3-,insolubilitat,[iːn̪.sɔ.lʊ.'bɪ.lɪ.t̪as],insolubilitas,0
114603,i2061,insolutus,a,aps---mn1-,insolut insolut insolut,[iːn̪.'sɔ.lʊ.t̪ʊs],insolutus,0
114604,i2063,insomnietas,n,n-s---fn3-,insomnietat,[iːn̪.sɔm.'n̪ɪ̣.jɛ.t̪as],insomnietas,0
114605,i2064,insomniosus,a,aps---mn1-,insomnios insomnios insomnios,[iːn̪.sɔm.'n̪ɪ̣.jɔ.sʊs],insomniosus,0
114606,i2066,insomnitas,n,n-s---fn3-,insomnitat,[iːn̪.'sɔm.n̪ɪ.t̪as],insomnitas,0
114607,i2068,insonabiliter,r,rp--------,,[iːn̪.sɔ.n̪a.'bɪ.lɪ.t̪ɛr],insonabiliter,0
114551,i2003,inserpo,v,v1spia--3-,inserp inserps inserpt,[iːn̪.'sɛr.pɔ],inserpo,0
34085,34085,extumum,n,n-s---nn2-,extum,['ɛks.t̪ʊ.mũː],extumum,0
34046,34046,heterogenia,n,n-s---fn1-,heterogeni,[hɛ.t̪ɛ.rɔ.'gɛ.n̪ɪ̣.ja],heterogenia,0
114613,114613,insortitus,a,aps---mn1-,insortit insortit insortit,[iːn̪.'sɔr.t̪ɪ.t̪ʊs],insortitus,0
114614,114614,inspargo,v,v1spia--3-,insparg inspars inspars,[iːn̪s.'par.gɔ],inspargo,0
114617,i2077,inspeciatus,a,aps---mn1-,inspeciat inspeciat inspeciat,[iːn̪s.pɛ.'kɪ̣.ja.t̪ʊs],inspeciatus,0
114618,i2079,inspectabilis,a,aps---cn3i,inspectabil inspectabil inspectabil,[iːn̪s.pɛk.'t̪a.bɪ.lɪs],inspectabilis,0
114619,i2081,inspectator,n,n-s---mn3-,inspectator,[iːn̪s.'pɛk.t̪a.t̪ɔr],inspectator,0
114621,i2083,inspectiuus,a,aps---mn1-,inspectiu inspectiu inspectiu,[iːn̪s.'pɛk.t̪ɪ.wʊs],inspectiuus,0
114615,114615,inspatians,a,aps---an3i,inspatiant inspatiant inspatiant,[iːn̪s.'pa.t̪ɪ̣.jaːn̪s],inspatians,0
114622,i2086,inspectrix,n,n-s---fn3-,inspectric,[iːn̪s.'pɛk.t̪rɪks],inspectrix,0
114623,114623,inspectus,a,aps---mn1-,inspect inspect inspect,[iːn̪s.'pɛk.t̪ʊs],inspectus,0
114625,114625,insperate,r,rp--------,,[iːn̪s.'pɛ.ra.t̪ɛ],insperate,0
114626,i2091,inspersio,n,n-s---fn3-,inspersion,[iːn̪s.'pɛr.sɪ̣.jɔ],inspersio,0
114627,114627,inspersus,a,aps---mn1-,inspers inspers inspers,[iːn̪s.'pɛr.sʊs],inspersus,0
114628,i9887,inspersus,n,n-s---mn4-,inspers,[iːn̪s.'pɛr.sʊs],inspersus,0
114631,114631,inspiramen,n,n-s---nn3-,inspiramin,[iːn̪s.'pɪ.ra.mɛn̪],inspiramen,0
114633,114633,inspirate,r,rp--------,,[iːn̪s.'pɪ.ra.t̪ɛ],inspirate,0
114629,i2092,inspex,n,n-s---mn3-,inspic,['iːn̪s.pɛks],inspex,0
114634,114634,inspiratius,r,rp--------,,[iːn̪s.pɪ.'ra.t̪ɪ̣.jʊs],inspiratius,0
114636,114636,inspiratrix,n,n-s---fn3-,inspiratric,[iːn̪s.'pɪ.ra.t̪rɪks],inspiratrix,0
114630,i2094,inspicium,n,n-s---nn2-,inspici,[iːn̪s.'pɪ.kɪ̣.jũː],inspicium,0
114637,114637,inspiratus,a,aps---mn1-,inspirat inspirat inspirat,[iːn̪s.'pɪ.ra.t̪ʊs],inspiratus,0
114639,114639,inspissatus,a,aps---mn1-,inspissat inspissat inspissat,[iːn̪s.'pɪs.sa.t̪ʊs],inspissatus,0
114632,i2096,inspiramentum,n,n-s---nn2-,inspirament,[iːn̪s.pɪ.ra.'mɛn̪.t̪ũː],inspiramentum,0
114641,114641,insplendesco,v,v1spia--3-,insplendesc - -,[iːn̪s.'plɛ.n̪d̪ɛ.skɔ],insplendesco,0
114645,114645,instabiliter,r,rp--------,,[iːn̪s.t̪a.'bɪ.lɪ.t̪ɛr],instabiliter,0
114646,114646,instagno,v,v1spia--1-,instagn instagnau instagnat,[iːn̪s.'t̪aŋ.n̪ɔ],instagno,0
114647,114647,instantiuus,a,aps---mn1-,instantiu instantiu instantiu,[iːn̪s.'t̪an̪.t̪ɪ.wʊs],instantiuus,0
114635,i2098,inspirator,n,n-s---mn3-,inspirator,[iːn̪s.'pɪ.ra.t̪ɔr],inspirator,0
114648,114648,instaturus,a,aps---mn1-,instatur instatur instatur,[iːn̪s.'t̪a.t̪ʊ.rʊs],instaturus,0
114652,114652,instauratus,a,aps---mn1-,instaurat instaurat instaurat,[iːn̪s.'t̪aw.ra.t̪ʊs],instauratus,0
114653,114653,insterstes,n,n-s---mn3-,insterstit,[iːn̪s.'t̪ɛrs.t̪ɛs],insterstes,0
114656,114656,instigatus,a,aps---mn1-,instigat instigat instigat,[iːn̪s.'t̪ɪ.ga.t̪ʊs],instigatus,0
114640,i2101,inspisso,v,v1spia--1-,inspiss inspissau inspissa,[iːn̪s.'pɪs.sɔ],inspisso,0
114659,114659,instinctio,n,n-s---fn3-,instinction,[iːn̪s.'t̪ɪŋk.t̪ɪ̣.jɔ],instinctio,0
114660,114660,instinctus,a,aps---mn1-,instinct instinct instinct,[iːn̪s.'t̪ɪŋk.t̪ʊs],instinctus,0
114642,i2103,inspumo,v,v1spia--1-,inspum inspumau inspumat,['iːn̪s.pʊ.mɔ],inspumo,0
114663,114663,instito,v,v1spia--1-,instit institau instita,['iːn̪s.t̪ɪ.t̪ɔ],instito,0
114644,i2109,instabilitas,n,n-s---fn3-,instabilitat,[iːn̪s.t̪a.'bɪ.lɪ.t̪as],instabilitas,0
114665,114665,institutus,a,aps---mn1-,institut institut institut,[iːn̪s.'t̪ɪ.t̪ʊ.t̪ʊs],institutus,0
114667,114667,instrenue,r,rp--------,,[iːn̪s.'t̪rɛ.n̪ʊ.jɛ],instrenue,0
114669,114669,instrictura,n,n-s---fn1-,instrictur,[iːn̪s.'t̪rɪ.kt̪ʊ.ra],instrictura,0
114651,i2114,instaurator,n,n-s---mn3-,instaurator,[iːn̪s.'t̪aw.ra.t̪ɔr],instaurator,0
114654,i2118,instigatio,n,n-s---fn3-,instigation,[iːn̪s.t̪ɪ.'ga.t̪ɪ̣.jɔ],instigatio,0
114655,i2119,instigatorius,a,aps---mn1-,instigatori instigatori instigatori,[iːn̪s.t̪ɪ.ga.'t̪ɔ.rɪ̣.jʊs],instigatorius,0
114657,i9888,instigatus,n,n-s---mn4-,instigat,[iːn̪s.'t̪ɪ.ga.t̪ʊs],instigatus,0
114658,i2123,instillatio,n,n-s---fn3-,instillation,[iːn̪s.t̪ɪɫ.'la.t̪ɪ̣.jɔ],instillatio,0
114664,i2138,institutorius,a,aps---mn1-,institutori institutori institutori,[iːn̪s.t̪ɪ.t̪ʊ.'t̪ɔ.rɪ̣.jʊs],institutorius,0
114666,i9890,instratus,n,n-s---mn4-,instrat,['iːn̪s.t̪ra.t̪ʊs],instratus,0
114668,i2143,instrepito,v,v1spia--1-,instrepit instrepitau instrepita,[iːn̪s.'t̪rɛ.pɪ.t̪ɔ],instrepito,0
114611,i2075,insordesco,v,v1spia--3-,insordesc insordu -,[iːn̪.sɔr.'d̪ɛs.kɔ],insordesco,0
34063,34063,inpedimentum,n,n-s---nn2-,inpediment,[ɪn̪.pɛ.d̪ɪ.'mɛn̪.t̪ũː],inpedimentum,0
114677,114677,instupens,a,aps---an3i,instupent instupent instupent,['iːn̪s.t̪ʊ.peːn̪s],instupens,0
114674,i9844,instructura,n,n-s---fn1-,instructur,[iːn̪s.'t̪rʊ.kt̪ʊ.ra],instructura,0
114675,i9891,instructus,n,n-s---mn4-,instruct,['iːn̪s.t̪rʊ.kt̪ʊs],instructus,0
114678,114678,instupeo,v,v1spia--2-,,[iːn̪s.'t̪ʊ.pɛ̣.jɔ],instupeo,0
114679,114679,insuasabilitas,n,n-s---fn3-,insuasabilitat,[iːn̪.sʊ.ja.sa.'bɪ.lɪ.t̪as],insuasabilitas,0
114683,114683,insuauiter,r,rp--------,,[iːn̪.sʊ.'ja.wɪ.t̪ɛr],insuauiter,0
114680,i2154,insuasibilitas,n,n-s---fn3-,insuasibilitat,[iːn̪.sʊ.ja.sɪ.'bɪ.lɪ.t̪as],insuasibilitas,0
114681,i2156,insuasum,n,n-s---nn2-,insuas,[iːn̪.'sʊ.ja.sũː],insuasum,0
114685,114685,insubide,r,rp--------,,[iːn̪.'sʊ.bɪ.d̪ɛ],insubide,0
114682,i2158,insuauitas,n,n-s---fn3-,insuauitat,[iːn̪.sʊ.'ja.wɪ.t̪as],insuauitas,0
114687,114687,insubsidiatus,a,aps---mn1-,insubsidiat insubsidiat insubsidiat,[iːn̪.sʊp.sɪ.'d̪ɪ̣.ja.t̪ʊs],insubsidiatus,0
114690,114690,insubtiliter,r,rp--------,,[iːn̪.sʊp.'t̪ɪ.lɪ.t̪ɛr],insubtiliter,0
114684,i2159,insubditiuus,a,aps---mn1-,insubditiu insubditiu insubditiu,[iːn̪.sʊb.'d̪ɪ.t̪ɪ.wʊs],insubditiuus,0
114694,114694,insuccidus,a,aps---mn1-,insuccid insuccid insuccid,[iːn̪.'sʊk.kɪ.d̪ʊs],insuccidus,0
114695,114695,insucco,v,v1spia--1-,insucc insuccau insuccat,[iːn̪.'sʊk.kɔ],insucco,0
114688,i7161,insubstantiuus,a,aps---mn1-,insubstantiu insubstantiu insubstantiu,[iːn̪.sʊps.'t̪an̪.t̪ɪ.wʊs],insubstantiuus,0
114698,114698,insudus,a,aps---mn1-,insud insud insud,['iːn̪.sʊ.d̪ʊs],insudus,0
114699,114699,insueta,r,rp--------,,[iːn̪.'sʊ.jɛ.t̪a],insueta,0
114689,i2162,insubtilis,a,aps---cn3i,insubtil insubtil insubtil,[iːn̪.'sʊp.t̪ɪ.lɪs],insubtilis,0
114700,114700,insuete,r,rp--------,,[iːn̪.'sʊ.jɛ.t̪ɛ],insuete,0
114706,114706,insularis,n,n-s---mn3i,insular,[iːn̪.'sʊ.la.rɪs],insularis,0
114710,114710,insulensis,a,aps---cn3i,insulens insulens insulens,[iːn̪.sʊ.'ɫeːn̪.sɪs],insulensis,0
114692,i2163,insubulo,v,v1spia--1-,insubul insubulau insubula,[iːn̪.'sʊ.bʊ.lɔ],insubulo,0
114693,i2164,insubulum,n,n-s---nn2-,insubul,[iːn̪.'sʊ.bʊ.ɫũː],insubulum,0
114712,114712,insulsae,n,n-p---fn1-,insuls,[iːn̪.'sʊɫ.saj],insulsae,0
114696,i2165,insucidus,a,aps---mn1-,insucid insucid insucid,[iːn̪.'sʊ.kɪ.d̪ʊs],insucidus,0
114697,i2166,insuco,v,v1spia--1-,insuc insucau insucat,['iːn̪.sʊ.kɔ],insuco,0
114714,114714,insultanter,r,rp--------,,[iːn̪.sʊɫ.'t̪an̪.t̪ɛr],insultanter,0
114716,114716,insultatorie,r,rp--------,,[iːn̪.sʊɫ.t̪a.'t̪ɔ.rɪ̣.jɛ],insultatorie,0
114720,114720,insulula,n,n-s---fn1-,insulul,[iːn̪.'sʊ.lʊ.la],insulula,0
114701,i2170,insuetudo,n,n-s---fn3-,insuetudin,[iːn̪.sʊ.'jɛ.t̪ʊ.d̪ɔ],insuetudo,0
114723,114723,insumptum,n,n-s---nn2-,insumpt,[iːn̪.'sʊmp.t̪ũː],insumptum,0
114702,i2171,insufficiens,a,aps---an3i,insufficient insufficient insufficient,[iːn̪.sʊf.'fɪ.kɪ̣.jeːn̪s],insufficiens,0
114703,i2173,insufflatio,n,n-s---fn3-,insufflation,[iːn̪.sʊff.'la.t̪ɪ̣.jɔ],insufflatio,0
114705,i2177,insularis,a,aps---cn3i,insular insular insular,[iːn̪.'sʊ.la.rɪs],insularis,0
114724,114724,insuperabiliter,r,rp--------,,[iːn̪.sʊ.pɛ.ra.'bɪ.lɪ.t̪ɛr],insuperabiliter,0
114707,i2179,insulatus,a,aps---mn1-,insulat insulat insulat,[iːn̪.'sʊ.la.t̪ʊs],insulatus,0
114726,114726,insupero,v,v1spia--1-,insuper insuperau insuperat,[iːn̪.'sʊ.pɛ.rɔ],insupero,0
114727,114727,insupportabilis,a,aps---cn3i,insupportabil insupportabil insupportabil,[iːn̪.sʊp.pɔr.'t̪a.bɪ.lɪs],insupportabilis,0
114708,i2180,insulcatio,n,n-s---fn3-,insulcation,[iːn̪.sʊɫ.'ka.t̪ɪ̣.jɔ],insulcatio,0
114670,114670,instrictus,a,aps---mn1-,instrict instrict instrict,['iːn̪s.t̪rɪ.kt̪ʊs],instrictus,0
114709,i2181,insulco,v,v1spia--1-,insulc insulcau insulcat,[iːn̪.'sʊɫ.kɔ],insulco,0
114711,i2182,insulosus,a,aps---mn1-,insulos insulos insulos,[iːn̪.'sʊ.lɔ.sʊs],insulosus,0
114715,i2187,insultator,n,n-s---mn3-,insultator,[iːn̪.'sʊɫ.t̪a.t̪ɔr],insultator,0
114718,i2189,insultatrix,n,n-s---fn3-,insultatric,[iːn̪.'sʊɫ.t̪a.t̪rɪks],insultatrix,0
114719,i9845,insultura,n,n-s---fn1-,insultur,[iːn̪.'sʊɫ.t̪ʊ.ra],insultura,0
114721,i2192,insumentum,n,n-s---nn2-,insument,[iːn̪.sʊ.'mɛn̪.t̪ũː],insumentum,0
114722,i2194,insumptio,n,n-s---fn3-,insumption,[iːn̪.'sʊmp.t̪ɪ̣.jɔ],insumptio,0
114725,i2198,insuperatus,a,aps---mn1-,insuperat insuperat insuperat,[iːn̪.sʊ.'pɛ.ra.t̪ʊs],insuperatus,0
114728,i2201,insurrectio,n,n-s---fn3-,insurrection,[iːn̪.sʊr.'rɛk.t̪ɪ̣.jɔ],insurrectio,0
34029,34029,insultuosus,a,aps---mn1-,insultuos insultuos insultuos,[iːn̪.sʊɫ.'t̪ʊ.jɔ.sʊs],insultuosus,0
114735,114735,insusurratus,a,aps---mn1-,insusurrat insusurrat insusurrat,[iːn̪.sʊ.'sʊr.ra.t̪ʊs],insusurratus,0
114734,i2205,insusurratio,n,n-s---fn3-,insusurration,[iːn̪.sʊ.sʊr.'ra.t̪ɪ̣.jɔ],insusurratio,0
114736,114736,insutus,a,aps---mn1-,insut insut insut,['iːn̪.sʊ.t̪ʊs],insutus,0
114738,114738,intaminabilis,a,aps---cn3i,intaminabil intaminabil intaminabil,[ɪn̪.t̪a.mɪ.'n̪a.bɪ.lɪs],intaminabilis,0
114737,i9892,insutus,n,n-s---mn4-,insut,['iːn̪.sʊ.t̪ʊs],insutus,0
114739,114739,intaminate,r,rp--------,,[ɪn̪.t̪a.'mɪ.n̪a.t̪ɛ],intaminate,0
114742,114742,intectamentum,n,n-s---nn2-,intectament,[ɪn̪.t̪ɛk.t̪a.'mɛn̪.t̪ũː],intectamentum,0
114745,114745,integratus,a,aps---mn1-,integrat integrat integrat,[ɪn̪.'t̪ɛ.gra.t̪ʊs],integratus,0
114740,i2211,intamino,v,v1spia--1-,intamin intaminau intamina,[ɪn̪.'t̪a.mɪ.n̪ɔ],intamino,0
114741,i2212,intardo,v,v1spia--1-,intard intardau intardat,[ɪn̪.'t̪ar.d̪ɔ],intardo,0
114746,114746,integriter,r,rp--------,,[ɪn̪.'t̪ɛ.grɪ.t̪ɛr],integriter,0
114755,114755,intellectus,a,aps---mn1-,intellect intellect intellect,[ɪn̪.t̪ɛɫ.'lɛk.t̪ʊs],intellectus,0
114743,i2216,integrasco,v,v1spia--3-,integrasc - -,[ɪn̪.'t̪ɛ.gra.skɔ],integrasco,0
114744,i7217,integrator,n,n-s---mn3-,integrator,[ɪn̪.'t̪ɛ.gra.t̪ɔr],integrator,0
114747,i2219,integritudo,n,n-s---fn3-,integritudin,[ɪn̪.t̪ɛ.'grɪ.t̪ʊ.d̪ɔ],integritudo,0
114748,i2221,integulatus,a,aps---mn1-,integulat integulat integulat,[ɪn̪.'t̪ɛ.gʷla.t̪ʊs],integulatus,0
114750,i2225,intellectio,n,n-s---fn3-,intellection,[ɪn̪.t̪ɛɫ.'lɛk.t̪ɪ̣.jɔ],intellectio,0
114756,114756,intellegens,n,n-s---mn3i,intellegent,[ɪn̪.'t̪ɛɫ.lɛ.geːn̪s],intellegens,0
114757,114757,intellegibiliter,r,rp--------,,[ɪn̪.t̪ɛɫ.lɛ.gɪ.'bɪ.lɪ.t̪ɛr],intellegibiliter,0
114758,114758,intelligens,a,aps---an3i,intelligent intelligent intelligent,[ɪn̪.'t̪ɛɫ.lɪ.geːn̪s],intelligens,0
114759,114759,intelligenter,r,rp--------,,[ɪn̪.t̪ɛɫ.lɪ.'gɛn̪.t̪ɛr],intelligenter,0
114760,114760,intelligibiliter,r,rp--------,,[ɪn̪.t̪ɛɫ.lɪ.gɪ.'bɪ.lɪ.t̪ɛr],intelligibiliter,0
114763,114763,intemerate,r,rp--------,,[ɪn̪.t̪ɛ.'mɛ.ra.t̪ɛ],intemerate,0
114751,i2226,intellectiuus,a,aps---mn1-,intellectiu intellectiu intellectiu,[ɪn̪.t̪ɛɫ.'lɛk.t̪ɪ.wʊs],intellectiuus,0
114752,i2227,intellector,n,n-s---mn3-,intellector,[ɪn̪.t̪ɛɫ.'lɛk.t̪ɔr],intellector,0
114768,114768,intempestiuiter,r,rp--------,,[ɪn̪.t̪ɛm.pɛs.'t̪ɪ.wɪ.t̪ɛr],intempestiuiter,0
114753,i2228,intellectualis,a,aps---cn3i,intellectual intellectual intellectual,[ɪn̪.t̪ɛɫ.lɛk.'t̪ʊ.ja.lɪs],intellectualis,0
114754,i2229,intellectualitas,n,n-s---fn3-,intellectualitat,[ɪn̪.t̪ɛɫ.lɛk.t̪ʊ.'ja.lɪ.t̪as],intellectualitas,0
114771,114771,intemporaliter,r,rp--------,,[ɪn̪.t̪ɛm.pɔ.'ra.lɪ.t̪ɛr],intemporaliter,0
114772,114772,intemptentator,n,n-s---mn3-,intemptentator,[ɪn̪.t̪ɛmp.'t̪ɛn̪.t̪a.t̪ɔr],intemptentator,0
114775,114775,intenibilis,a,aps---cn3i,intenibil intenibil intenibil,[ɪn̪.t̪ɛ.'n̪ɪ.bɪ.lɪs],intenibilis,0
114776,114776,intense,r,rp--------,,[ɪn̪.'t̪eːn̪.sɛ],intense,0
114778,114778,intensissime,r,rp--------,,[ɪn̪.t̪eːn̪.'sɪs.sɪ.mɛ],intensissime,0
114779,114779,intensius,r,rp--------,,[ɪn̪.'t̪eːn̪.sɪ̣.jʊs],intensius,0
114781,114781,intentalis,a,aps---cn3i,intental intental intental,[ɪn̪.'t̪ɛn̪.t̪a.lɪs],intentalis,0
114783,114783,intentatus,a,aps---mn1-,intentat intentat intentat,[ɪn̪.'t̪ɛn̪.t̪a.t̪ʊs],intentatus,0
114761,i2232,intemerabilis,a,aps---cn3i,intemerabil intemerabil intemerabil,[ɪn̪.t̪ɛ.mɛ.'ra.bɪ.lɪs],intemerabilis,0
114784,114784,intentiose,r,rp--------,,[ɪn̪.t̪ɛn̪.'t̪ɪ̣.jɔ.sɛ],intentiose,0
114762,i7233,intemerandus,a,aps---mn1-,intemerand intemerand intemerand,[ɪn̪.t̪ɛ.mɛ.'ran̪.d̪ʊs],intemerandus,0
114730,114730,insuspecte,r,rp--------,,[iːn̪.sʊs.'pɛk.t̪ɛ],insuspecte,0
114764,i2233,intemero,v,v1spia--1-,intemer intemerau intemera,[ɪn̪.'t̪ɛ.mɛ.rɔ],intemero,0
114767,i2239,intempestiuitas,n,n-s---fn3-,intempestiuitat,[ɪn̪.t̪ɛm.pɛs.'t̪ɪ.wɪ.t̪as],intempestiuitas,0
114769,i2242,intemporalis,a,aps---cn3i,intemporal intemporal intemporal,[ɪn̪.t̪ɛm.'pɔ.ra.lɪs],intemporalis,0
114770,i2243,intemporalitas,n,n-s---fn3-,intemporalitat,[ɪn̪.t̪ɛm.pɔ.'ra.lɪ.t̪as],intemporalitas,0
114773,i2246,intenebrico,v,v1spia--1-,intenebric intenebricau intenebrica,[ɪn̪.t̪ɛ.'n̪ɛ.brɪ.kɔ],intenebrico,0
114774,i2247,intenebro,v,v1spia--1-,intenebr intenebrau intenebra,[ɪn̪.'t̪ɛ.n̪ɛ.brɔ],intenebro,0
114782,i2250,intentator,n,n-s---mn3-,intentator,[ɪn̪.'t̪ɛn̪.t̪a.t̪ɔr],intentator,0
114785,i2251,intentiuus,a,aps---mn1-,intentiu intentiu intentiu,[ɪn̪.'t̪ɛn̪.t̪ɪ.wʊs],intentiuus,0
114789,i2261,interamnus,a,aps---mn1-,interamn interamn interamn,[ɪn̪.t̪ɛ.'ram.n̪ʊs],interamnus,0
34054,34054,irridicule,r,rp--------,irridicul,[ɪr.rɪ.'d̪ɪ.kʊ.lɛ],irridicule,0
34060,34060,lasania,n,n-s---fn1-,lasani,[la.'sa.n̪ɪ̣.ja],lasania,0
114796,114796,interblandiens,a,aps---an3i,interblandient interblandient interblandient,[ɪn̪.t̪ɛr.'bla.n̪d̪ɪ̣.jeːn̪s],interblandiens,0
114792,i2263,interaptus,a,aps---mn1-,interapt interapt interapt,[ɪn̪.t̪ɛ.'rap.t̪ʊs],interaptus,0
114793,i2264,interaresco,v,v1spia--3-,,[ɪn̪.t̪ɛ.ra.'rɛs.kɔ],interaresco,0
114794,i2265,interatim,r,rp--------,,['ɪn̪.t̪ɛ.rat̪ĩː],interatim,0
114795,i2267,interbito,v,v1spia--3-,,[ɪn̪.'t̪ɛr.bɪ.t̪ɔ],interbito,0
114798,114798,intercaelestis,a,aps---cn3i,intercaelest intercaelest intercaelest,[ɪn̪.t̪ɛr.kaj.'lɛs.t̪ɪs],intercaelestis,0
114800,114800,intercalator,n,n-s---mn3-,intercalator,[ɪn̪.t̪ɛr.'ka.la.t̪ɔr],intercalator,0
114801,114801,intercalatus,a,aps---mn1-,intercalat intercalat intercalat,[ɪn̪.t̪ɛr.'ka.la.t̪ʊs],intercalatus,0
114803,114803,intercapedinans,a,aps---an3i,intercapedinant intercapedinant intercapedinant,[ɪn̪.t̪ɛr.ka.'pɛ.d̪ɪ.n̪aːn̪s],intercapedinans,0
114804,114804,intercapedinatus,a,aps---mn1-,intercapedinat intercapedinat intercapedinat,[ɪn̪.t̪ɛr.ka.pɛ.'d̪ɪ.n̪a.t̪ʊs],intercapedinatus,0
114806,114806,intercapio,v,v1spia--3i,intercap - -,[ɪn̪.t̪ɛr.'ka.pɪ̣.jɔ],intercapio,0
114799,i2271,intercalatio,n,n-s---fn3-,intercalation,[ɪn̪.t̪ɛr.ka.'la.t̪ɪ̣.jɔ],intercalatio,0
114808,114808,interceptus,a,aps---mn1-,intercept intercept intercept,[ɪn̪.t̪ɛr.'kɛp.t̪ʊs],interceptus,0
114810,114810,intercessiuus,a,aps---mn1-,intercessiu intercessiu intercessiu,[ɪn̪.t̪ɛr.'kɛs.sɪ.wʊs],intercessiuus,0
114813,114813,intercisimen,n,n-s---nn3-,intercisimin,[ɪn̪.t̪ɛr.'kɪ.sɪ.mɛn̪],intercisimen,0
114802,i2272,intercalco,v,v1spia--1-,intercalc intercalcau intercalca,[ɪn̪.t̪ɛr.'kaɫ.kɔ],intercalco,0
114816,114816,intercisus,a,aps---mn1-,intercis intercis intercis,[ɪn̪.'t̪ɛr.kɪ.sʊs],intercisus,0
114819,114819,interclusus,a,aps---mn1-,interclus interclus interclus,[ɪn̪.'t̪ɛr.klʊ.sʊs],interclusus,0
114807,i2277,intercardinatus,a,aps---mn1-,intercardinat intercardinat intercardinat,[ɪn̪.t̪ɛr.kar.'d̪ɪ.n̪a.t̪ʊs],intercardinatus,0
114820,114820,interconcilio,v,v1spia--1-,interconcili interconciliau interconciliat,[ɪn̪.t̪ɛr.kɔŋ.'kɪ.lɪ̣.jɔ],interconcilio,0
114821,114821,intercreatus,a,aps---mn1-,intercreat intercreat intercreat,[ɪn̪.t̪ɛr.'krɛ̣.ja.t̪ʊs],intercreatus,0
114822,114822,interculco,v,v1spia--1-,interculc interculcau interculcat,[ɪn̪.t̪ɛr.'kʊɫ.kɔ],interculco,0
114823,114823,intercultus,a,aps---mn1-,intercult intercult intercult,[ɪn̪.t̪ɛr.'kʊɫ.t̪ʊs],intercultus,0
114824,114824,intercursus,a,aps---mn1-,intercurs intercurs intercurs,[ɪn̪.t̪ɛr.'kʊr.sʊs],intercursus,0
114825,114825,intercussus,n,n-s---mn4-,intercuss,[ɪn̪.t̪ɛr.'kʊs.sʊs],intercussus,0
114826,114826,intercutaneus,a,aps---mn1-,intercutane intercutane intercutane,[ɪn̪.'t̪ɛr.kʊ.t̪an̪ews],intercutaneus,0
114832,114832,interdictus,a,aps---mn1-,interdict interdict interdict,[ɪn̪.t̪ɛr.'d̪ɪk.t̪ʊs],interdictus,0
114809,i9894,interceptus,n,n-s---mn4-,intercept,[ɪn̪.t̪ɛr.'kɛp.t̪ʊs],interceptus,0
114811,i9895,intercessus,n,n-s---mn4-,intercess,[ɪn̪.t̪ɛr.'kɛs.sʊs],intercessus,0
114812,i2285,intercilium,n,n-s---nn2-,intercili,[ɪn̪.t̪ɛr.'kɪ.lɪ̣.jũː],intercilium,0
114833,114833,interdictus,n,n-s---mn4-,interdict,[ɪn̪.t̪ɛr.'d̪ɪk.t̪ʊs],interdictus,0
115070,115070,intimidius,r,rp--------,,[ɪn̪.t̪ɪ.'mɪ.d̪ɪ̣.jʊs],intimidius,0
114814,i2288,intercisio,n,n-s---fn3-,intercision,[ɪn̪.t̪ɛr.'kɪ.sɪ̣.jɔ],intercisio,0
114815,i2289,intercisiuus,a,aps---mn1-,intercisiu intercisiu intercisiu,[ɪn̪.t̪ɛr.'kɪ.sɪ.wʊs],intercisiuus,0
114818,i2290,interclamo,v,v1spia--1-,interclam interclamau interclamat,[ɪn̪.'t̪ɛr.kla.mɔ],interclamo,0
114787,114787,interalbicans,a,aps---an3i,interalbicant interalbicant interalbicant,[ɪn̪.t̪ɛ.'raɫ.bɪ.kaːn̪s],interalbicans,0
114827,i2297,intercutitus,a,aps---mn1-,intercutit intercutit intercutit,[ɪn̪.t̪ɛr.'kʊ.t̪ɪ.t̪ʊs],intercutitus,0
114828,i2298,interdianus,a,aps---mn1-,interdian interdian interdian,[ɪn̪.t̪ɛr.'d̪ɪ̣.ja.n̪ʊs],interdianus,0
